ID_Finanza,TipoGasto,Categoria,Monto
713,Suscripciones SaaS,OPEX,433.16
714,Licencias Perpetuas,CAPEX,680.13
715,Desarrollo a Medida,CAPEX,420.71
716,Suscripciones SaaS,OPEX,676.98
717,Capacitacion,OPEX,457.77
718,Viajes,OPEX,99.56
719,Viajes,OPEX,2086.72
720,Viajes,OPEX,717.35
721,Suscripciones SaaS,OPEX,893.32
722,Suscripciones SaaS,OPEX,330.33
723,Licencias Perpetuas,CAPEX,721.74
724,Servicios Nube,OPEX,479.18
725,Licencias Perpetuas,CAPEX,211.31
726,Viajes,OPEX,673.69
727,Soporte,OPEX,708.68
728,Servicios Nube,OPEX,654.50
729,Capacitacion,OPEX,466.91
730,Viajes,OPEX,645.08
731,Licencias Perpetuas,CAPEX,600.68
732,Suscripciones SaaS,OPEX,541.74
733,Desarrollo a Medida,CAPEX,410.63
734,Licencias Perpetuas,CAPEX,1662.73
735,Servicios Nube,OPEX,1160.17
736,Soporte,OPEX,378.19
737,Licencias Perpetuas,CAPEX,697.01
738,Suscripciones SaaS,OPEX,1382.90
739,Suscripciones SaaS,OPEX,2644.10
740,Capacitacion,OPEX,460.54
741,Soporte,OPEX,661.41
742,Soporte,OPEX,327.03
743,Soporte,OPEX,3487.16
744,Capacitacion,OPEX,391.09
745,Servicios Nube,OPEX,580.18
746,Suscripciones SaaS,OPEX,607.47
747,Servicios Nube,OPEX,708.41
748,Hardware,CAPEX,1857.33
749,Capacitacion,OPEX,338.90
750,Soporte,OPEX,529.41
751,Desarrollo a Medida,CAPEX,459.07
752,Licencias Perpetuas,CAPEX,1391.62
753,Capacitacion,OPEX,406.55
754,Capacitacion,OPEX,508.37
755,Soporte,OPEX,1298.66
756,Suscripciones SaaS,OPEX,887.69
757,Licencias Perpetuas,CAPEX,1205.67
758,Soporte,OPEX,918.50
759,Soporte,OPEX,1981.52
760,Suscripciones SaaS,OPEX,1100.07
761,Hardware,CAPEX,797.93
762,Soporte,OPEX,856.94
763,Servicios Nube,OPEX,504.94
764,Suscripciones SaaS,OPEX,444.31
765,Hardware,CAPEX,1737.22
766,Soporte,OPEX,941.13
767,Suscripciones SaaS,OPEX,1267.07
768,Desarrollo a Medida,CAPEX,606.27
769,Capacitacion,OPEX,559.50
770,Servicios Nube,OPEX,513.72
771,Suscripciones SaaS,OPEX,509.77
772,Capacitacion,OPEX,291.42
773,Capacitacion,OPEX,1873.86
774,Desarrollo a Medida,CAPEX,391.90
775,Viajes,OPEX,1063.19
776,Licencias Perpetuas,CAPEX,947.39
777,Capacitacion,OPEX,557.03
778,Servicios Nube,OPEX,829.15
779,Desarrollo a Medida,CAPEX,394.01
780,Hardware,CAPEX,729.08
781,Capacitacion,OPEX,428.61
782,Suscripciones SaaS,OPEX,758.62
783,Suscripciones SaaS,OPEX,1555.32
784,Licencias Perpetuas,CAPEX,1229.00
785,Viajes,OPEX,354.31
786,Hardware,CAPEX,1856.94
787,Desarrollo a Medida,CAPEX,2061.77
788,Hardware,CAPEX,826.28
789,Viajes,OPEX,356.49
790,Desarrollo a Medida,CAPEX,146.44
791,Capacitacion,OPEX,1440.37
792,Servicios Nube,OPEX,1143.60
793,Viajes,OPEX,505.79
794,Hardware,CAPEX,1046.07
795,Capacitacion,OPEX,149.92
796,Capacitacion,OPEX,1198.25
797,Soporte,OPEX,571.89
798,Viajes,OPEX,286.47
799,Capacitacion,OPEX,841.33
800,Servicios Nube,OPEX,510.98
801,Soporte,OPEX,555.66
802,Viajes,OPEX,402.79
803,Hardware,CAPEX,313.39
804,Desarrollo a Medida,CAPEX,386.26
805,Soporte,OPEX,327.60
806,Suscripciones SaaS,OPEX,1537.22
807,Viajes,OPEX,383.73
808,Desarrollo a Medida,CAPEX,2350.16
809,Hardware,CAPEX,649.11
810,Soporte,OPEX,215.78
811,Capacitacion,OPEX,250.32
812,Viajes,OPEX,1179.71
813,Soporte,OPEX,750.83
814,Suscripciones SaaS,OPEX,688.63
815,Capacitacion,OPEX,1034.88
816,Viajes,OPEX,824.34
817,Soporte,OPEX,786.37
818,Suscripciones SaaS,OPEX,678.73
819,Desarrollo a Medida,CAPEX,1383.23
820,Licencias Perpetuas,CAPEX,298.20
821,Servicios Nube,OPEX,450.78
822,Desarrollo a Medida,CAPEX,1145.18
823,Capacitacion,OPEX,1996.96
824,Licencias Perpetuas,CAPEX,950.75
825,Desarrollo a Medida,CAPEX,2061.22
826,Soporte,OPEX,561.80
827,Capacitacion,OPEX,690.51
828,Soporte,OPEX,508.60
829,Soporte,OPEX,405.91
830,Viajes,OPEX,418.82
831,Soporte,OPEX,1921.29
832,Soporte,OPEX,786.03
833,Hardware,CAPEX,315.51
834,Soporte,OPEX,483.27
835,Desarrollo a Medida,CAPEX,353.46
836,Licencias Perpetuas,CAPEX,2678.81
837,Suscripciones SaaS,OPEX,2008.60
838,Viajes,OPEX,432.13
839,Soporte,OPEX,1218.96
840,Capacitacion,OPEX,642.55
841,Desarrollo a Medida,CAPEX,178.54
842,Viajes,OPEX,587.30
843,Servicios Nube,OPEX,563.44
844,Capacitacion,OPEX,643.80
845,Suscripciones SaaS,OPEX,1006.59
846,Soporte,OPEX,590.52
847,Hardware,CAPEX,978.50
848,Suscripciones SaaS,OPEX,752.57
849,Viajes,OPEX,981.20
850,Capacitacion,OPEX,509.15
851,Desarrollo a Medida,CAPEX,1727.11
852,Capacitacion,OPEX,1423.90
853,Hardware,CAPEX,437.18
854,Servicios Nube,OPEX,231.38
855,Viajes,OPEX,941.67
856,Hardware,CAPEX,1257.24
857,Servicios Nube,OPEX,875.22
858,Hardware,CAPEX,519.51
859,Hardware,CAPEX,523.13
860,Hardware,CAPEX,860.56
861,Desarrollo a Medida,CAPEX,290.14
862,Hardware,CAPEX,417.56
863,Capacitacion,OPEX,405.10
864,Desarrollo a Medida,CAPEX,262.14
865,Viajes,OPEX,328.89
866,Viajes,OPEX,612.26
867,Desarrollo a Medida,CAPEX,529.22
868,Servicios Nube,OPEX,1202.20
869,Suscripciones SaaS,OPEX,791.05
870,Hardware,CAPEX,636.84
871,Capacitacion,OPEX,485.82
872,Soporte,OPEX,1202.03
873,Soporte,OPEX,165.51
874,Hardware,CAPEX,288.90
875,Desarrollo a Medida,CAPEX,650.91
876,Desarrollo a Medida,CAPEX,371.66
877,Capacitacion,OPEX,793.02
878,Desarrollo a Medida,CAPEX,456.60
879,Soporte,OPEX,590.01
880,Suscripciones SaaS,OPEX,781.75
881,Hardware,CAPEX,579.79
882,Hardware,CAPEX,620.92
883,Suscripciones SaaS,OPEX,466.90
884,Suscripciones SaaS,OPEX,469.91
885,Servicios Nube,OPEX,516.22
886,Soporte,OPEX,413.00
887,Suscripciones SaaS,OPEX,968.97
888,Servicios Nube,OPEX,577.55
889,Suscripciones SaaS,OPEX,394.73
890,Capacitacion,OPEX,1907.93
891,Capacitacion,OPEX,952.16
892,Capacitacion,OPEX,879.49
893,Suscripciones SaaS,OPEX,1164.60
894,Capacitacion,OPEX,546.28
895,Desarrollo a Medida,CAPEX,955.78
896,Desarrollo a Medida,CAPEX,1038.72
897,Servicios Nube,OPEX,3828.17
898,Soporte,OPEX,851.56
899,Capacitacion,OPEX,262.98
900,Desarrollo a Medida,CAPEX,629.40
901,Servicios Nube,OPEX,804.91
902,Hardware,CAPEX,710.39
903,Desarrollo a Medida,CAPEX,1024.47
904,Hardware,CAPEX,369.46
905,Capacitacion,OPEX,1624.05
906,Desarrollo a Medida,CAPEX,803.17
907,Soporte,OPEX,769.04
908,Capacitacion,OPEX,658.34
909,Capacitacion,OPEX,896.63
910,Licencias Perpetuas,CAPEX,994.15
911,Viajes,OPEX,3185.59
912,Servicios Nube,OPEX,127.32
913,Capacitacion,OPEX,605.19
914,Capacitacion,OPEX,729.76
915,Capacitacion,OPEX,279.46
916,Soporte,OPEX,328.16
917,Capacitacion,OPEX,7904.86
918,Desarrollo a Medida,CAPEX,1351.02
919,Viajes,OPEX,773.95
920,Servicios Nube,OPEX,662.60
921,Capacitacion,OPEX,894.95
922,Viajes,OPEX,617.47
923,Soporte,OPEX,736.42
924,Hardware,CAPEX,535.59
925,Capacitacion,OPEX,746.78
926,Soporte,OPEX,369.23
927,Servicios Nube,OPEX,497.14
928,Licencias Perpetuas,CAPEX,429.26
929,Soporte,OPEX,1151.24
930,Viajes,OPEX,146.66
931,Servicios Nube,OPEX,819.63
932,Soporte,OPEX,780.18
933,Soporte,OPEX,529.01
934,Licencias Perpetuas,CAPEX,229.21
935,Servicios Nube,OPEX,145.07
936,Capacitacion,OPEX,561.12
937,Capacitacion,OPEX,504.50
938,Soporte,OPEX,501.33
939,Desarrollo a Medida,CAPEX,842.72
940,Hardware,CAPEX,549.33
941,Licencias Perpetuas,CAPEX,467.42
942,Capacitacion,OPEX,723.39
943,Servicios Nube,OPEX,1073.08
944,Licencias Perpetuas,CAPEX,536.39
945,Viajes,OPEX,519.73
946,Capacitacion,OPEX,555.78
947,Desarrollo a Medida,CAPEX,483.47
948,Hardware,CAPEX,364.12
949,Soporte,OPEX,418.38
950,Soporte,OPEX,532.28
951,Soporte,OPEX,472.15
952,Servicios Nube,OPEX,2038.08
953,Desarrollo a Medida,CAPEX,803.90
954,Desarrollo a Medida,CAPEX,596.34
955,Licencias Perpetuas,CAPEX,725.06
956,Viajes,OPEX,507.92
957,Licencias Perpetuas,CAPEX,3751.28
958,Suscripciones SaaS,OPEX,2266.37
959,Desarrollo a Medida,CAPEX,308.94
960,Hardware,CAPEX,367.93
961,Hardware,CAPEX,1545.65
962,Hardware,CAPEX,362.81
963,Suscripciones SaaS,OPEX,595.62
964,Hardware,CAPEX,994.47
965,Hardware,CAPEX,551.58
966,Hardware,CAPEX,671.18
967,Suscripciones SaaS,OPEX,733.40
968,Suscripciones SaaS,OPEX,1183.70
969,Hardware,CAPEX,1367.71
970,Desarrollo a Medida,CAPEX,2132.35
971,Suscripciones SaaS,OPEX,1521.24
972,Servicios Nube,OPEX,336.68
973,Suscripciones SaaS,OPEX,432.78
974,Suscripciones SaaS,OPEX,246.64
975,Capacitacion,OPEX,561.07
976,Licencias Perpetuas,CAPEX,736.62
977,Licencias Perpetuas,CAPEX,4878.17
978,Soporte,OPEX,499.17
979,Desarrollo a Medida,CAPEX,107.01
980,Capacitacion,OPEX,774.82
981,Desarrollo a Medida,CAPEX,154.66
982,Licencias Perpetuas,CAPEX,930.52
983,Suscripciones SaaS,OPEX,445.71
984,Desarrollo a Medida,CAPEX,820.40
985,Hardware,CAPEX,1229.40
986,Soporte,OPEX,951.80
987,Licencias Perpetuas,CAPEX,517.22
988,Desarrollo a Medida,CAPEX,1070.07
989,Capacitacion,OPEX,487.47
990,Servicios Nube,OPEX,431.74
991,Capacitacion,OPEX,590.63
992,Soporte,OPEX,512.58
993,Desarrollo a Medida,CAPEX,1088.93
994,Suscripciones SaaS,OPEX,86.61
995,Hardware,CAPEX,292.87
996,Hardware,CAPEX,408.72
997,Suscripciones SaaS,OPEX,187.07
998,Soporte,OPEX,986.82
999,Viajes,OPEX,488.49
1000,Desarrollo a Medida,CAPEX,727.96
1001,Capacitacion,OPEX,892.99
1002,Viajes,OPEX,790.19
1003,Viajes,OPEX,399.78
1004,Desarrollo a Medida,CAPEX,383.21
1005,Desarrollo a Medida,CAPEX,743.67
1006,Hardware,CAPEX,428.95
1007,Suscripciones SaaS,OPEX,471.94
1008,Desarrollo a Medida,CAPEX,855.14
1009,Licencias Perpetuas,CAPEX,559.73
1010,Servicios Nube,OPEX,172.17
1011,Hardware,CAPEX,1050.43
1012,Servicios Nube,OPEX,2016.94
1013,Servicios Nube,OPEX,862.98
1014,Servicios Nube,OPEX,695.92
1015,Soporte,OPEX,554.06
1016,Capacitacion,OPEX,577.43
1017,Hardware,CAPEX,1101.36
1018,Servicios Nube,OPEX,217.64
1019,Hardware,CAPEX,447.72
1020,Desarrollo a Medida,CAPEX,606.94
1021,Servicios Nube,OPEX,1038.68
1022,Capacitacion,OPEX,1192.88
1023,Capacitacion,OPEX,800.79
1024,Servicios Nube,OPEX,435.10
1025,Soporte,OPEX,1811.28
1026,Servicios Nube,OPEX,152.20
1027,Desarrollo a Medida,CAPEX,628.02
1028,Viajes,OPEX,543.68
1029,Hardware,CAPEX,654.07
1030,Desarrollo a Medida,CAPEX,459.64
1031,Soporte,OPEX,311.07
1032,Desarrollo a Medida,CAPEX,1121.25
1033,Capacitacion,OPEX,859.81
1034,Licencias Perpetuas,CAPEX,613.58
1035,Servicios Nube,OPEX,587.08
1036,Soporte,OPEX,925.21
1037,Desarrollo a Medida,CAPEX,1347.09
1038,Hardware,CAPEX,384.77
1039,Desarrollo a Medida,CAPEX,853.75
1040,Viajes,OPEX,469.52
1041,Capacitacion,OPEX,519.87
1042,Viajes,OPEX,279.50
1043,Desarrollo a Medida,CAPEX,1128.64
1044,Hardware,CAPEX,1317.32
1045,Licencias Perpetuas,CAPEX,1796.29
1046,Desarrollo a Medida,CAPEX,768.44
1047,Capacitacion,OPEX,473.79
1048,Licencias Perpetuas,CAPEX,1019.39
1049,Hardware,CAPEX,838.49
1050,Suscripciones SaaS,OPEX,1267.29
1051,Suscripciones SaaS,OPEX,541.80
1052,Licencias Perpetuas,CAPEX,1080.77
1053,Capacitacion,OPEX,612.46
1054,Hardware,CAPEX,1125.96
1055,Desarrollo a Medida,CAPEX,395.19
1056,Hardware,CAPEX,364.70
1057,Viajes,OPEX,505.48
1058,Capacitacion,OPEX,1227.99
1059,Servicios Nube,OPEX,689.03
1060,Desarrollo a Medida,CAPEX,1274.83
1061,Suscripciones SaaS,OPEX,1085.61
1062,Licencias Perpetuas,CAPEX,805.62
1063,Licencias Perpetuas,CAPEX,665.88
1064,Soporte,OPEX,527.31
1065,Suscripciones SaaS,OPEX,627.79
1066,Servicios Nube,OPEX,403.12
1067,Viajes,OPEX,740.96
1068,Desarrollo a Medida,CAPEX,592.54
1069,Hardware,CAPEX,667.21
1070,Soporte,OPEX,1126.42
1071,Servicios Nube,OPEX,309.46
1072,Hardware,CAPEX,418.10
1073,Desarrollo a Medida,CAPEX,565.32
1074,Capacitacion,OPEX,348.57
1075,Soporte,OPEX,624.18
1076,Capacitacion,OPEX,648.46
1077,Desarrollo a Medida,CAPEX,1862.11
1078,Suscripciones SaaS,OPEX,845.67
1079,Hardware,CAPEX,590.20
1080,Viajes,OPEX,777.37
1081,Licencias Perpetuas,CAPEX,486.85
1082,Licencias Perpetuas,CAPEX,427.35
1083,Suscripciones SaaS,OPEX,646.12
1084,Soporte,OPEX,2836.36
1085,Soporte,OPEX,672.79
1086,Soporte,OPEX,525.95
1087,Capacitacion,OPEX,923.25
1088,Viajes,OPEX,465.01
1089,Licencias Perpetuas,CAPEX,468.33
1090,Capacitacion,OPEX,676.38
1091,Servicios Nube,OPEX,410.35
1092,Hardware,CAPEX,332.64
1093,Soporte,OPEX,497.82
1094,Capacitacion,OPEX,449.12
1095,Suscripciones SaaS,OPEX,1144.97
1096,Servicios Nube,OPEX,500.63
1097,Viajes,OPEX,935.15
1098,Servicios Nube,OPEX,223.01
1099,Hardware,CAPEX,481.30
1100,Suscripciones SaaS,OPEX,1652.71
1101,Licencias Perpetuas,CAPEX,659.02
1102,Capacitacion,OPEX,1238.31
1103,Viajes,OPEX,895.40
1104,Soporte,OPEX,701.19
1105,Suscripciones SaaS,OPEX,2073.86
1106,Suscripciones SaaS,OPEX,824.80
1107,Capacitacion,OPEX,590.32
1108,Servicios Nube,OPEX,746.47
1109,Viajes,OPEX,897.24
1110,Servicios Nube,OPEX,307.13
1111,Hardware,CAPEX,457.25
1112,Suscripciones SaaS,OPEX,1379.30
1113,Viajes,OPEX,663.60
1114,Suscripciones SaaS,OPEX,154.32
1115,Desarrollo a Medida,CAPEX,1283.02
1116,Licencias Perpetuas,CAPEX,785.40
1117,Licencias Perpetuas,CAPEX,280.40
1118,Servicios Nube,OPEX,386.64
1119,Soporte,OPEX,581.93
1120,Hardware,CAPEX,389.59
1121,Hardware,CAPEX,628.97
1122,Viajes,OPEX,1975.83
1123,Licencias Perpetuas,CAPEX,166.49
1124,Viajes,OPEX,771.10
1125,Soporte,OPEX,346.18
1126,Licencias Perpetuas,CAPEX,1040.65
1127,Suscripciones SaaS,OPEX,145.30
1128,Capacitacion,OPEX,498.28
1129,Servicios Nube,OPEX,987.74
1130,Capacitacion,OPEX,282.63
1131,Capacitacion,OPEX,531.36
1132,Servicios Nube,OPEX,386.39
1133,Servicios Nube,OPEX,486.97
1134,Suscripciones SaaS,OPEX,475.58
1135,Servicios Nube,OPEX,538.62
1136,Servicios Nube,OPEX,947.37
1137,Capacitacion,OPEX,643.36
1138,Capacitacion,OPEX,609.66
1139,Suscripciones SaaS,OPEX,385.45
1140,Viajes,OPEX,1366.36
1141,Suscripciones SaaS,OPEX,948.42
1142,Suscripciones SaaS,OPEX,351.76
1143,Licencias Perpetuas,CAPEX,381.92
1144,Hardware,CAPEX,959.78
1145,Viajes,OPEX,507.67
1146,Soporte,OPEX,708.89
1147,Suscripciones SaaS,OPEX,402.84
1148,Desarrollo a Medida,CAPEX,1152.79
1149,Viajes,OPEX,965.83
1150,Viajes,OPEX,667.27
1151,Soporte,OPEX,304.73
1152,Viajes,OPEX,912.85
1153,Licencias Perpetuas,CAPEX,148.53
1154,Servicios Nube,OPEX,973.99
1155,Viajes,OPEX,417.82
1156,Hardware,CAPEX,780.44
1157,Hardware,CAPEX,391.09
1158,Licencias Perpetuas,CAPEX,628.39
1159,Hardware,CAPEX,752.15
1160,Licencias Perpetuas,CAPEX,301.04
1161,Capacitacion,OPEX,476.94
1162,Hardware,CAPEX,1108.97
1163,Suscripciones SaaS,OPEX,1152.45
1164,Licencias Perpetuas,CAPEX,203.71
1165,Soporte,OPEX,307.92
1166,Viajes,OPEX,1050.10
1167,Suscripciones SaaS,OPEX,2679.73
1168,Capacitacion,OPEX,555.53
1169,Hardware,CAPEX,442.89
1170,Servicios Nube,OPEX,295.69
1171,Suscripciones SaaS,OPEX,651.10
1172,Licencias Perpetuas,CAPEX,590.60
1173,Licencias Perpetuas,CAPEX,618.25
1174,Suscripciones SaaS,OPEX,372.48
1175,Licencias Perpetuas,CAPEX,973.30
1176,Licencias Perpetuas,CAPEX,949.71
1177,Hardware,CAPEX,976.90
1178,Licencias Perpetuas,CAPEX,417.47
1179,Servicios Nube,OPEX,715.46
1180,Hardware,CAPEX,545.68
1181,Suscripciones SaaS,OPEX,600.14
1182,Capacitacion,OPEX,739.30
1183,Licencias Perpetuas,CAPEX,501.11
1184,Capacitacion,OPEX,597.72
1185,Hardware,CAPEX,755.50
1186,Soporte,OPEX,462.45
1187,Suscripciones SaaS,OPEX,1191.25
1188,Soporte,OPEX,393.95
1189,Licencias Perpetuas,CAPEX,754.72
1190,Soporte,OPEX,315.16
1191,Capacitacion,OPEX,614.32
1192,Suscripciones SaaS,OPEX,637.80
1193,Servicios Nube,OPEX,539.82
1194,Soporte,OPEX,628.89
1195,Soporte,OPEX,779.88
1196,Soporte,OPEX,517.20
1197,Hardware,CAPEX,392.51
1198,Capacitacion,OPEX,922.54
1199,Capacitacion,OPEX,608.97
1200,Hardware,CAPEX,364.65
1201,Servicios Nube,OPEX,543.00
1202,Soporte,OPEX,822.66
1203,Licencias Perpetuas,CAPEX,379.87
1204,Capacitacion,OPEX,959.88
1205,Viajes,OPEX,614.11
1206,Soporte,OPEX,526.59
1207,Servicios Nube,OPEX,338.88
1208,Soporte,OPEX,352.58
1209,Soporte,OPEX,968.25
1210,Hardware,CAPEX,1678.92
1211,Viajes,OPEX,1168.90
1212,Servicios Nube,OPEX,531.36
1213,Soporte,OPEX,3348.82
1214,Servicios Nube,OPEX,590.84
1215,Viajes,OPEX,730.71
1216,Viajes,OPEX,315.80
1217,Viajes,OPEX,720.11
1218,Soporte,OPEX,468.08
1219,Viajes,OPEX,504.77
1220,Soporte,OPEX,494.84
1221,Soporte,OPEX,270.63
1222,Licencias Perpetuas,CAPEX,1139.58
1223,Suscripciones SaaS,OPEX,1424.97
1224,Viajes,OPEX,729.13
1225,Soporte,OPEX,651.22
1226,Desarrollo a Medida,CAPEX,940.46
1227,Viajes,OPEX,1153.58
1228,Viajes,OPEX,555.54
1229,Viajes,OPEX,389.89
1230,Soporte,OPEX,548.42
1231,Licencias Perpetuas,CAPEX,735.85
1232,Soporte,OPEX,410.04
1233,Licencias Perpetuas,CAPEX,664.61
1234,Servicios Nube,OPEX,532.75
1235,Servicios Nube,OPEX,572.05
1236,Servicios Nube,OPEX,1061.39
1237,Soporte,OPEX,490.44
1238,Hardware,CAPEX,156.86
1239,Licencias Perpetuas,CAPEX,746.66
1240,Suscripciones SaaS,OPEX,542.95
1241,Servicios Nube,OPEX,1352.83
1242,Capacitacion,OPEX,765.53
1243,Servicios Nube,OPEX,936.58
1244,Desarrollo a Medida,CAPEX,710.49
1245,Soporte,OPEX,392.09
1246,Servicios Nube,OPEX,1249.89
1247,Servicios Nube,OPEX,473.87
1248,Capacitacion,OPEX,1006.72
1249,Suscripciones SaaS,OPEX,872.07
1250,Capacitacion,OPEX,1384.10
1251,Viajes,OPEX,454.80
1252,Soporte,OPEX,967.49
1253,Suscripciones SaaS,OPEX,1540.86
1254,Suscripciones SaaS,OPEX,180.87
1255,Suscripciones SaaS,OPEX,1881.64
1256,Hardware,CAPEX,325.60
1257,Soporte,OPEX,335.72
1258,Soporte,OPEX,543.01
1259,Desarrollo a Medida,CAPEX,451.54
1260,Viajes,OPEX,240.34
1261,Viajes,OPEX,198.86
1262,Viajes,OPEX,336.33
1263,Suscripciones SaaS,OPEX,323.96
1264,Soporte,OPEX,840.87
1265,Viajes,OPEX,910.76
1266,Servicios Nube,OPEX,1361.74
1267,Licencias Perpetuas,CAPEX,747.77
1268,Soporte,OPEX,680.86
1269,Capacitacion,OPEX,689.74
1270,Desarrollo a Medida,CAPEX,314.84
1271,Servicios Nube,OPEX,574.63
1272,Viajes,OPEX,833.05
1273,Soporte,OPEX,489.68
1274,Viajes,OPEX,2318.62
1275,Licencias Perpetuas,CAPEX,928.36
1276,Desarrollo a Medida,CAPEX,751.65
1277,Capacitacion,OPEX,879.99
1278,Servicios Nube,OPEX,540.81
1279,Suscripciones SaaS,OPEX,1980.93
1280,Capacitacion,OPEX,1101.33
1281,Hardware,CAPEX,874.31
1282,Suscripciones SaaS,OPEX,333.65
1283,Soporte,OPEX,553.76
1284,Licencias Perpetuas,CAPEX,1036.63
1285,Servicios Nube,OPEX,1111.84
1286,Licencias Perpetuas,CAPEX,1000.69
1287,Hardware,CAPEX,2813.68
1288,Desarrollo a Medida,CAPEX,626.89
1289,Hardware,CAPEX,793.18
1290,Soporte,OPEX,551.11
1291,Soporte,OPEX,1101.48
1292,Hardware,CAPEX,531.35
1293,Capacitacion,OPEX,791.31
1294,Viajes,OPEX,473.69
1295,Hardware,CAPEX,408.16
1296,Hardware,CAPEX,812.47
1297,Desarrollo a Medida,CAPEX,319.95
1298,Hardware,CAPEX,848.55
1299,Capacitacion,OPEX,264.90
1300,Licencias Perpetuas,CAPEX,749.21
1301,Suscripciones SaaS,OPEX,332.37
1302,Desarrollo a Medida,CAPEX,1475.04
1303,Viajes,OPEX,1051.75
1304,Desarrollo a Medida,CAPEX,292.94
1305,Servicios Nube,OPEX,512.79
1306,Suscripciones SaaS,OPEX,1183.00
1307,Soporte,OPEX,1083.22
1308,Soporte,OPEX,397.06
1309,Servicios Nube,OPEX,1892.23
1310,Hardware,CAPEX,1619.74
1311,Viajes,OPEX,795.88
1312,Servicios Nube,OPEX,1074.13
1313,Desarrollo a Medida,CAPEX,1260.83
1314,Licencias Perpetuas,CAPEX,454.16
1315,Suscripciones SaaS,OPEX,1093.84
1316,Servicios Nube,OPEX,1653.70
1317,Suscripciones SaaS,OPEX,311.89
1318,Desarrollo a Medida,CAPEX,761.22
1319,Suscripciones SaaS,OPEX,707.69
1320,Desarrollo a Medida,CAPEX,932.91
1321,Servicios Nube,OPEX,754.78
1322,Servicios Nube,OPEX,750.32
1323,Hardware,CAPEX,541.70
1324,Suscripciones SaaS,OPEX,663.04
1325,Hardware,CAPEX,565.12
1326,Servicios Nube,OPEX,693.11
1327,Viajes,OPEX,482.89
1328,Capacitacion,OPEX,2292.52
1329,Viajes,OPEX,193.86
1330,Capacitacion,OPEX,333.14
1331,Servicios Nube,OPEX,1722.63
1332,Viajes,OPEX,3774.59
1333,Hardware,CAPEX,1154.19
1334,Hardware,CAPEX,3575.65
1335,Capacitacion,OPEX,821.05
1336,Viajes,OPEX,497.04
1337,Capacitacion,OPEX,1050.99
1338,Hardware,CAPEX,189.01
1339,Soporte,OPEX,184.57
1340,Suscripciones SaaS,OPEX,908.12
1341,Hardware,CAPEX,286.90
1342,Capacitacion,OPEX,292.76
1343,Servicios Nube,OPEX,1695.62
1344,Suscripciones SaaS,OPEX,655.44
1345,Hardware,CAPEX,677.12
1346,Licencias Perpetuas,CAPEX,350.24
1347,Viajes,OPEX,215.14
1348,Servicios Nube,OPEX,338.01
1349,Hardware,CAPEX,587.87
1350,Licencias Perpetuas,CAPEX,1164.26
1351,Suscripciones SaaS,OPEX,559.36
1352,Licencias Perpetuas,CAPEX,2030.57
1353,Licencias Perpetuas,CAPEX,616.04
1354,Servicios Nube,OPEX,532.06
1355,Licencias Perpetuas,CAPEX,505.46
1356,Soporte,OPEX,745.53
1357,Viajes,OPEX,1012.53
1358,Soporte,OPEX,706.38
1359,Licencias Perpetuas,CAPEX,797.41
1360,Soporte,OPEX,789.05
1361,Desarrollo a Medida,CAPEX,507.07
1362,Capacitacion,OPEX,358.96
1363,Capacitacion,OPEX,627.22
1364,Hardware,CAPEX,131.91
1365,Licencias Perpetuas,CAPEX,1833.98
1366,Suscripciones SaaS,OPEX,497.33
1367,Hardware,CAPEX,517.89
1368,Licencias Perpetuas,CAPEX,902.59
1369,Suscripciones SaaS,OPEX,207.66
1370,Desarrollo a Medida,CAPEX,564.38
1371,Servicios Nube,OPEX,376.14
1372,Viajes,OPEX,583.60
1373,Soporte,OPEX,512.81
1374,Suscripciones SaaS,OPEX,786.05
1375,Licencias Perpetuas,CAPEX,1243.22
1376,Suscripciones SaaS,OPEX,1186.40
1377,Hardware,CAPEX,551.19
1378,Hardware,CAPEX,195.58
1379,Suscripciones SaaS,OPEX,442.59
1380,Viajes,OPEX,648.56
1381,Capacitacion,OPEX,818.25
1382,Hardware,CAPEX,1098.54
1383,Soporte,OPEX,535.58
1384,Suscripciones SaaS,OPEX,273.39
1385,Servicios Nube,OPEX,1938.82
1386,Capacitacion,OPEX,774.89
1387,Suscripciones SaaS,OPEX,231.81
1388,Hardware,CAPEX,2157.77
1389,Capacitacion,OPEX,281.21
1390,Servicios Nube,OPEX,1942.33
1391,Capacitacion,OPEX,692.88
1392,Capacitacion,OPEX,551.16
1393,Suscripciones SaaS,OPEX,615.55
1394,Soporte,OPEX,316.56
1395,Desarrollo a Medida,CAPEX,654.17
1396,Desarrollo a Medida,CAPEX,774.28
1397,Soporte,OPEX,587.02
1398,Viajes,OPEX,1142.14
1399,Viajes,OPEX,764.81
1400,Desarrollo a Medida,CAPEX,307.09
1401,Viajes,OPEX,819.26
1402,Capacitacion,OPEX,479.03
1403,Soporte,OPEX,948.26
1404,Soporte,OPEX,295.56
1405,Hardware,CAPEX,1297.05
1406,Licencias Perpetuas,CAPEX,298.32
1407,Suscripciones SaaS,OPEX,486.38
1408,Servicios Nube,OPEX,1093.22
1409,Suscripciones SaaS,OPEX,443.80
1410,Servicios Nube,OPEX,1386.26
1411,Viajes,OPEX,939.67
1412,Capacitacion,OPEX,372.92
1413,Suscripciones SaaS,OPEX,1188.18
1414,Desarrollo a Medida,CAPEX,760.29
1415,Soporte,OPEX,371.85
